hindi,english
विश्व हिन्दू परिषद,Vishva Hindu Parishad
वेबसाइट,Website
वैष्णो देवी,Vaishno Devi
शाकाहारी,Vegetarianism
शिरीन शर्मिन चौधरी,Shirin Sharmin Chaudhury
शेरिंग तोबगे,Tshering Tobgay
श्यामजी कृष्ण वर्मा,Shyamji Krishna Varma
श्रीलंका,Sri Lanka
संयुक्त अरब अमीरात,United Arab Emirates
संसद भवन,Parliament House (India)
सउदी अरब,Saudi Arabia
समान रैंक समान पेंशन,"One Rank, One Pension"
सलमान खुर्शीद,Salman Khurshid
सांसद,Member of parliament
सुशील कोइराला,Sushil Koirala
सोमनाथ,Somnath temple
स्वच्छ भारत अभियान,Swachh Bharat Mission
स्वामी रामदेव,Ramdev
हरियाणा,Haryana
हामिद करज़ई,Hamid Karzai
हिन्दी,Hindi
हिन्दू,Hindus
कर्नाटक,Karnataka
कावेरी नदी,Kaveri
दक्षिण भारत,South India
नरसिंह १,Narasimha I
नृप काम २,Nripa Kama II
पश्चिमी घाट,Western Ghats
बेलूर,"Belur, Karnataka"
विजयनगर साम्राज्य,Vijayanagara Empire
विष्णुवर्धन,Vishnuvardhana
वीर नरसिंह २,Vira Narasimha II
वीर बल्लाल १,Veera Ballala I
वीर बल्लाल २,Veera Ballala II
कर्नाटक,Karnataka
गोल गुम्बद,Gol Gumbaz
बंगलौर,Bangalore
बीजापुर सल्तनत,Adil Shahi dynasty
भारत,India
शहर,City
कर्नाटक,Karnataka
भारत,India
कर्नाटक,Karnataka
आठवीं अनुसूची,Eighth Schedule to the Constitution of India
ईसाई धर्म,Christianity
एकांकी,One-act play
कर्नाटक,Karnataka
केरल,Kerala
गोवा,Goa
देवनागरी,Devanagari
नाटक,Drama
पुर्तगाल,Portugal
पुर्तगाली भाषा,Portuguese language
भारत,India
मराठी भाषा,Marathi language
महाराष्ट्र,Maharashtra
लिपि,Writing system
लोककथा,Folklore
व्याकरण,Grammar
साष्टी,Salcete
साहित्य,Literature
अफ़्रीका,Africa
अबु बक्र,Abu Bakr
अरबी प्रायद्वीप,Arabian Peninsula
अल्लाह,Allah
अहमदिया,Ahmadiyya
इंडोनेशिया,Indonesia
इब्राहीमी धर्म,Abrahamic religions
इस्लाम का स्वर्ण युग,Islamic Golden Age
इस्लामी दुनिया,Muslim world
इस्लामी वास्तुकला,Islamic architecture
इस्लामी संस्कृति,Islamic culture
ईद,Eid
ईरान,Iran
ईशनिंदा,Blasphemy
ईश्वर,God
ईसाई,Christians
ईसाई धर्म,Christianity
उमय्यद ख़िलाफ़त,Umayyad Caliphate
उमर,Umar
उस्मानी साम्राज्य,Ottoman Empire
एकेश्वरवाद,Monotheism
कलाम,Kalam (disambiguation)
क़ुरआन,Quran
काबा,Kaaba
ख़िलाफ़त,Caliphate
ख़ुदा,Khuda
चीन,China (region)
ज़कात,Zakat
ज़बूर,Zabur
तक़दीर,Predestination in Islam
तुर्की,Turkey
तौहीद,Tawhid
दक्षिण एशिया,South Asia
दक्षिण पूर्व एशिया,Southeast Asia
दर्शनशास्त्र,Philosophy
दाऊद,David
देवबन्दी,Deobandi
नबी,Prophet
नमाज़,Salah
पारसी धर्म,Zoroastrianism
फ़ातिमा,Fatimah
भारत,India
भारत में इस्लाम,Islam in India
मंगोल,Mongols
मक्का,Mecca (disambiguation)
मध्य एशिया,Central Asia
मध्य पूर्व,Middle East
मलाइका,Angels in Islam
मस्जिद,Mosque
मिस्र,Egypt
मुग़ल साम्राज्य,Mughal Empire
मुसलमान,Muslims
मुहम्मद,Muhammad
मुहर्रम,Muharram
मूसा,Moses
मोइनुद्दीन चिश्ती,Moinuddin Chishti
यहूदी,Jews
यहूदी धर्म,Judaism
यूरोप,Europe
यौम अल-क़ियामा,Islamic eschatology
रमज़ान,Ramadan
शरीयत,Sharia
शिया इस्लाम,Shia Islam
सुन्नी इस्लाम,Sunni Islam
सौम,Fasting in Islam
हज,Hajj
हदीस,Hadith
हिजरी,Islamic calendar
हिन्दू धर्म,Hinduism
आठवीं अनुसूची,Eighth Schedule to the Constitution of India
आठवीं शताब्दी,8th century
कथासरित्सागर,Kathasaritsagara
कन्नड लिपि,Kannada script
कर्नाटक,Karnataka
गुणाढ्य,Gunadhya
तमिल,Tamils
द्रविड़ भाषा-परिवार,Dravidian languages
नीलगिरि जिला,The Nilgiris district
बृहत्कथा,Brihatkatha
बृहत्संहिता,Bṛhat Saṃhitā
भारत,India
भारत सरकार,Government of India
भाषा,Language
मराठी भाषा,Marathi language
महाभारत,Mahabharata
राजभाषा,Official language
रामायण,Ramayana
संस्कृत भाषा,Sanskrit
सोमदेव,Somadeva
हिंदी,Hindi
१२वीं शताब्दी,12th century
९वीं शताब्दी,9th century
कन्नड साहित्य परिषद,Kannada Sahitya Parishat
कर्नाटक,Karnataka
कला,Art
संगीत,Music
संस्कृति,Culture
१९१५,1915
१९४८,1948
कर्नाटक,Karnataka
कर्नाटक के जिले,List of districts of Karnataka
कारवार,Karwar
भारत,India
कर्णाटक,Karnataka
टोक्यो विश्वविद्यालय,University of Tokyo
बीजापुर,Bijapur
भारत,India
भारतीय पुरातात्त्विक सर्वेक्षण विभाग,Archaeological Survey of India
मुहम्मद आदिल शाह,Muhammad Adil Shah (died 1557)
कर्नाटक सरकार,Government of Karnataka
भारत,India
१९५८,1958
कर्नाटक,Karnataka
बंगलौर,Bangalore
मैसूर,Mysore
कन्नड साहित्य सम्मेलन,Kannada Sahitya Sammelana
भारत,India
अभिनेता,Actor
हिन्दी,Hindi
अनु मलिक,Anu Malik
अभिजीत,Abhijeet
उदित नारायण,Udit Narayan
कर्नाटक,Karnataka
गायन,Singing
गुलशन कुमार,Gulshan Kumar
टी-सीरीज़,T-Series (company)
भजन,Bhajan
भारत सरकार,Government of India
मध्य प्रदेश सरकार,Government of Madhya Pradesh
महाराष्ट्र सरकार,Government of Maharashtra
राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
लता मंगेशकर,Lata Mangeshkar
लता मंगेशकर पुरस्कार,Lata Mangeshkar Award
विवाह,Marriage
शास्त्रीय संगीत,Indian classical music
श्लोक,Shloka
सोनू निगम,Sonu Nigam
हिन्दी सिनेमा,Bollywood
इंटरनेट मूवी डेटाबेस,IMDb
फेसबुक,Facebook
बाहुबली 2: द कॉन्क्लूज़न,Baahubali 2: The Conclusion
लिंगा,Lingaa
अभिनेता,Actor
हिन्दी,Hindi
१० सितंबर,September 10
१९६५,1965
अरविन्द गौड़,Arvind Gaur
इब्राहीम अलकाजी,Ebrahim Alkazi
गिरीश कर्नाड,Girish Karnad
जयशंकर प्रसाद,Jaishankar Prasad
दिनेश ठाकुर,Dinesh Thakur
प्रसन्ना,Prasanna (theatre director)
बी.वी. कारंत,B. V. Karanth
भारतेन्दु हरिश्चंद्र,Bharatendu Harishchandra
रघुवीर सहाय,Raghuvir Sahay
अक्किनेनी नागेश्वर राव,Akkineni Nageswara Rao
दिलीप कुमार,Dilip Kumar
मनोज कुमार,Manoj Kumar
विनोद खन्ना,Vinod Khanna
शिवाजी गणेशन,Sivaji Ganesan
इंटरनेट मूवी डेटाबेस,IMDb
अक्षय कुमार,Akshay Kumar
ओम शांति ओम,Om Shanti Om
चाँदनी चौक टू चाइना,Chandni Chowk to China
चेन्नई एक्सप्रेस,Chennai Express
डाबर,Dabur
निखिल आडवाणी,Nikkhil Advani
फराह खान,Farah Khan
बंगलौर,Bangalore
बचना ऐ हसीनो,Bachna Ae Haseeno
भारत,India
मुम्बई,Mumbai
रणबीर कपूर,Ranbir Kapoor
रणवीर सिंह,Ranveer Singh
स्टार स्क्रीन पुरस्कार,Screen Awards
